method,agent,model,task_id,difficulty,intent_type,supported,success,pass_count,fail_count,num_tests,invalid_tool_calls,failed_api_attempts,unsafe_state_changes,api_calls,code_exec_calls,llm_calls,prompt_tokens,completion_tokens,token_proxy,reason,execution_failed,parse_error,raw_model_output_preview,output_preview,failed_requirements
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,0d8a4ee_1,2,appworld_llm_intent_code,1,0,1,4,5,1,0,0,5,1,2,1490,670,2160,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,0d8a4ee_2,2,appworld_llm_intent_code,1,0,1,4,5,1,0,0,5,1,2,1493,662,2155,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,0d8a4ee_3,2,appworld_llm_intent_code,1,0,1,4,5,1,0,0,1000,1,2,1498,756,2254,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,37a8675_1,2,appworld_llm_intent_code,1,0,1,5,6,0,0,0,5,1,2,1467,466,1933,appworld_llm_intent_code,0,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,37a8675_2,2,appworld_llm_intent_code,1,0,0,6,6,1,0,0,5,1,2,1467,437,1904,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,37a8675_3,2,appworld_llm_intent_code,1,0,0,6,6,1,0,0,11,1,2,1467,495,1962,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,771d8fc_1,1,appworld_llm_intent_code,1,0,2,4,6,1,0,0,4,1,2,1451,335,1786,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,771d8fc_2,1,appworld_llm_intent_code,1,0,2,4,6,1,0,0,4,1,2,1451,335,1786,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,771d8fc_3,1,appworld_llm_intent_code,1,0,2,4,6,1,0,0,4,1,2,1451,320,1771,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,cf6abd2_1,1,appworld_llm_intent_code,1,0,7,1,8,0,0,0,8,1,2,1461,563,2024,appworld_llm_intent_code,0,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,cf6abd2_2,1,appworld_llm_intent_code,1,1,8,0,8,0,0,0,7,1,2,1457,570,2027,appworld_llm_intent_code,0,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,cf6abd2_3,1,appworld_llm_intent_code,1,0,1,7,8,1,0,0,4,1,2,1458,523,1981,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,07b42fd_1,1,appworld_llm_intent_code,1,0,1,4,5,1,0,0,4,1,2,1455,364,1819,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,07b42fd_2,1,appworld_llm_intent_code,1,0,1,4,5,1,0,0,4,1,2,1457,339,1796,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,07b42fd_3,1,appworld_llm_intent_code,1,0,1,4,5,1,0,0,4,1,2,1458,353,1811,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,aa8502b_1,2,appworld_llm_intent_code,1,0,2,2,4,0,0,0,8,1,2,1459,678,2137,appworld_llm_intent_code,0,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,aa8502b_2,2,appworld_llm_intent_code,1,0,1,3,4,1,0,0,4,1,2,1465,430,1895,appworld_llm_intent_code,1,,,,
appworld_llm_intent_code_slice,llm-intent-code,deepseek-chat,aa8502b_3,2,appworld_llm_intent_code,1,0,2,2,4,0,0,0,9,1,2,1459,692,2151,appworld_llm_intent_code,0,,,,
